,Year,Month,Age_EDC3 (yrs BP),Mean Irish Air temp (deg C),Irish rainfall (mm),GMST Anomaly Yearly,GMST Anomaly Uncertainty,GMST 20yr anomaly,GMST 20yr Uncertainty,Day,Muana Loa monthly avg CO2 (ppmv),Muana Loa De-seasonalized CO2 (ppmv),Muana Loa Uncertainty of Mean CO2 (ppmv),CO2 (ppmv),CO2 Ice-core data source,Temperature Anomaly (Jouvel),CH4 [ppbv]
8694,,,415452.0,,,,,,,,,,,,,,678.0
8695,,,415626.0,,,,,,,,,,,,,0.31,
8696,,,415717.0,,,,,,,,,,,276.4,Dome C (Siegenthaler et al. 2005) Bern,,
8697,,,415875.0,,,,,,,,,,,,,0.31,
8698,,,416125.0,,,,,,,,,,,,,0.1,
8699,,,416193.0,,,,,,,,,,,271.7,Dome C (Siegenthaler et al. 2005) Bern,,
8700,,,416380.0,,,,,,,,,,,,,0.63,
8701,,,416624.0,,,,,,,,,,,,,0.33,
8702,,,416874.0,,,,,,,,,,,,,0.67,
8703,,,417118.0,,,,,,,,,,,,,0.83,
8704,,,417173.0,,,,,,,,,,,,,,695.0
8705,,,417191.0,,,,,,,,,,,273.4,Dome C (Siegenthaler et al. 2005) Bern,,
8706,,,417358.0,,,,,,,,,,,,,0.38,
8707,,,417608.0,,,,,,,,,,,,,0.32,
8708,,,417698.0,,,,,,,,,,,271.8,Dome C (Siegenthaler et al. 2005) Bern,,
8709,,,417860.0,,,,,,,,,,,,,0.61,
8710,,,418106.0,,,,,,,,,,,,,0.08,
8711,,,418245.0,,,,,,,,,,,274.6,Dome C (Siegenthaler et al. 2005) Bern,,
8712,,,418364.0,,,,,,,,,,,,,0.01,
8713,,,418624.0,,,,,,,,,,,,,-0.28,
8714,,,418889.0,,,,,,,,,,,,,-0.32,
8715,,,419133.0,,,,,,,,,,,,,-0.24,
8716,,,419260.0,,,,,,,,,,,273.7,Dome C (Siegenthaler et al. 2005) Bern,,
8717,,,419398.0,,,,,,,,,,,,,-0.35,
8718,,,419666.0,,,,,,,,,,,,,-0.09,
8719,,,419808.0,,,,,,,,,,,271.2,Dome C (Siegenthaler et al. 2005) Bern,,
8720,,,419929.0,,,,,,,,,,,,,-0.62,
8721,,,420203.0,,,,,,,,,,,,,-0.48,
8722,,,420350.0,,,,,,,,,,,273.8,Dome C (Siegenthaler et al. 2005) Bern,,
8723,,,420474.0,,,,,,,,,,,,,-0.29,
8724,,,420741.0,,,,,,,,,,,,,-0.59,
8725,,,421013.0,,,,,,,,,,,,,-0.75,
8726,,,421290.0,,,,,,,,,,,,,-1.37,
8727,,,421484.0,,,,,,,,,,,268.6,Dome C (Siegenthaler et al. 2005) Bern,,
8728,,,421582.0,,,,,,,,,,,,,-1.43,
8729,,,421871.0,,,,,,,,,,,,,-1.72,
8730,,,422074.0,,,,,,,,,,,266.4,Dome C (Siegenthaler et al. 2005) Bern,,
8731,,,422171.0,,,,,,,,,,,,,-1.87,
8732,,,422475.0,,,,,,,,,,,,,-1.55,
8733,,,422649.0,,,,,,,,,,,270.6,Dome C (Siegenthaler et al. 2005) Bern,,
8734,,,422768.0,,,,,,,,,,,,,-1.51,
8735,,,423056.0,,,,,,,,,,,,,-2.21,
8736,,,423359.0,,,,,,,,,,,,,-2.59,
8737,,,423669.0,,,,,,,,,,,,,-2.1,
8738,,,423764.0,,,,,,,,,,,267.7,Dome C (Siegenthaler et al. 2005) Bern,,
8739,,,423963.0,,,,,,,,,,,,,-2.34,
8740,,,424263.0,,,,,,,,,,,,,-1.29,
8741,,,424332.0,,,,,,,,,,,268.3,Dome C (Siegenthaler et al. 2005) Bern,,
8742,,,424536.0,,,,,,,,,,,,,-0.24,
8743,,,424784.0,,,,,,,,,,,,,0.09,
8744,,,424840.0,,,,,,,,,,,270.8,Dome C (Siegenthaler et al. 2005) Bern,,
8745,,,425027.0,,,,,,,,,,,,,-0.29,
8746,,,425242.0,,,,,,,,,,,270,Dome C (Siegenthaler et al. 2005) Bern,,
8747,,,425277.0,,,,,,,,,,,,,-0.99,
8748,,,425537.0,,,,,,,,,,,,,-1.9,
8749,,,425569.0,,,,,,,,,,,265.4,Dome C (Siegenthaler et al. 2005) Bern,,
8750,,,425813.0,,,,,,,,,,,,,-1.85,
8751,,,425975.0,,,,,,,,,,,255.3,Dome C (Siegenthaler et al. 2005) Bern,,
8752,,,426090.0,,,,,,,,,,,,,-2.13,
8753,,,426390.0,,,,,,,,,,,,,-2.67,
8754,,,426598.0,,,,,,,,,,,252.1,Dome C (Siegenthaler et al. 2005) Bern,,
8755,,,426715.0,,,,,,,,,,,,,-2.29,
8756,,,427020.0,,,,,,,,,,,,,-2.93,
8757,,,427285.0,,,,,,,,,,,248.2,Dome C (Siegenthaler et al. 2005) Bern,,
8758,,,427343.0,,,,,,,,,,,,,-3.95,
8759,,,427566.0,,,,,,,,,,,242.5,Dome C (Siegenthaler et al. 2005) Bern,,
8760,,,427684.0,,,,,,,,,,,,,-4.7,
8761,,,428065.0,,,,,,,,,,,,,-4.63,
8762,,,428444.0,,,,,,,,,,,,,-5.83,
8763,,,428868.0,,,,,,,,,,,,,-6.05,
8764,,,429006.0,,,,,,,,,,,219.7,Dome C (Siegenthaler et al. 2005) Bern,,
8765,,,429259.0,,,,,,,,,,,,,-6.61,
8766,,,429718.0,,,,,,,,,,,,,-6.79,
8767,,,429876.0,,,,,,,,,,,227.2,Dome C (Siegenthaler et al. 2005) Bern,,
8768,,,430187.0,,,,,,,,,,,,,-7.58,
8769,,,430693.0,,,,,,,,,,,,,-8.1,
8770,,,431063.0,,,,,,,,,,,211.5,Dome C (Siegenthaler et al. 2005) Bern,,
8771,,,431226.0,,,,,,,,,,,,,-8.19,
8772,,,431445.0,,,,,,,,,,,207.6,Dome C (Siegenthaler et al. 2005) Bern,,
8773,,,431767.0,,,,,,,,,,,,,-8.19,
8774,,,432326.0,,,,,,,,,,,,,-8.19,
8775,,,432599.0,,,,,,,,,,,209.8,Dome C (Siegenthaler et al. 2005) Bern,,
8776,,,432870.0,,,,,,,,,,,,,-8.39,
8777,,,433425.0,,,,,,,,,,,,,-8.12,
8778,,,433674.0,,,,,,,,,,,207.5,Dome C (Siegenthaler et al. 2005) Bern,,
8779,,,433969.0,,,,,,,,,,,,,-8.58,
8780,,,434472.0,,,,,,,,,,,,,-8.17,
8781,,,434804.0,,,,,,,,,,,200.3,Dome C (Siegenthaler et al. 2005) Bern,,
8782,,,435023.0,,,,,,,,,,,,,-8.49,
8783,,,435592.0,,,,,,,,,,,,,-8.03,
8784,,,435989.0,,,,,,,,,,,201.7,Dome C (Siegenthaler et al. 2005) Bern,,
8785,,,436141.0,,,,,,,,,,,,,-8.91,
8786,,,436726.0,,,,,,,,,,,,,-9.63,
8787,,,437152.0,,,,,,,,,,,201.3,Dome C (Siegenthaler et al. 2005) Bern,,
8788,,,437267.0,,,,,,,,,,,,,-9.25,
8789,,,437827.0,,,,,,,,,,,,,-9.6,
8790,,,438356.0,,,,,,,,,,,202,Dome C (Siegenthaler et al. 2005) Bern,,
8791,,,438423.0,,,,,,,,,,,,,-8.8,
8792,,,439039.0,,,,,,,,,,,,,-9.19,
8793,,,439565.0,,,,,,,,,,,199.1,Dome C (Siegenthaler et al. 2005) Bern,,
8794,,,439625.0,,,,,,,,,,,,,-9.15,
8795,,,440206.0,,,,,,,,,,,,,-9.04,
8796,,,440798.0,,,,,,,,,,,,,-9.07,
8797,,,441220.0,,,,,,,,,,,201.1,Dome C (Siegenthaler et al. 2005) Bern,,
8798,,,441388.0,,,,,,,,,,,,,-8.73,
8799,,,441954.0,,,,,,,,,,,,,-8.33,
8800,,,442411.0,,,,,,,,,,,203.5,Dome C (Siegenthaler et al. 2005) Bern,,
8801,,,442535.0,,,,,,,,,,,,,-8.42,
8802,,,443120.0,,,,,,,,,,,,,-7.91,
8803,,,443562.0,,,,,,,,,,,208.1,Dome C (Siegenthaler et al. 2005) Bern,,
8804,,,443682.0,,,,,,,,,,,,,-7.15,
8805,,,444216.0,,,,,,,,,,,,,-7.77,
8806,,,444650.0,,,,,,,,,,,201.7,Dome C (Siegenthaler et al. 2005) Bern,,
8807,,,444785.0,,,,,,,,,,,,,-7.45,
8808,,,445342.0,,,,,,,,,,,,,-7.45,
8809,,,445829.0,,,,,,,,,,,201.2,Dome C (Siegenthaler et al. 2005) Bern,,
8810,,,445900.0,,,,,,,,,,,,,-7.65,
8811,,,446471.0,,,,,,,,,,,,,-7.48,
8812,,,446984.0,,,,,,,,,,,204.9,Dome C (Siegenthaler et al. 2005) Bern,,
8813,,,447034.0,,,,,,,,,,,,,-6.15,
8814,,,447536.0,,,,,,,,,,,,,-6.32,
8815,,,448047.0,,,,,,,,,,,,,-6.56,
8816,,,448103.0,,,,,,,,,,,201.9,Dome C (Siegenthaler et al. 2005) Bern,,
8817,,,448573.0,,,,,,,,,,,,,-7.58,
8818,,,449151.0,,,,,,,,,,,,,-7.28,
8819,,,449244.0,,,,,,,,,,,198.4,Dome C (Siegenthaler et al. 2005) Bern,,
8820,,,449719.0,,,,,,,,,,,,,-7.26,
8821,,,450288.0,,,,,,,,,,,,,-7.65,
8822,,,450455.0,,,,,,,,,,,193.3,Dome C (Siegenthaler et al. 2005) Bern,,
8823,,,450881.0,,,,,,,,,,,,,-7.92,
8824,,,451492.0,,,,,,,,,,,,,-6.7,
8825,,,451593.0,,,,,,,,,,,192.5,Dome C (Siegenthaler et al. 2005) Bern,,
8826,,,452042.0,,,,,,,,,,,,,-7.07,
8827,,,452283.0,,,,,,,,,,,199.1,Dome C (Siegenthaler et al. 2005) Bern,,
8828,,,452613.0,,,,,,,,,,,,,-7.89,
8829,,,452795.0,,,,,,,,,,,204.3,Dome C (Siegenthaler et al. 2005) Bern,,
8830,,,453229.0,,,,,,,,,,,,,-7.24,
8831,,,453514.0,,,,,,,,,,,203.3,Dome C (Siegenthaler et al. 2005) Bern,,
8832,,,453816.0,,,,,,,,,,,,,-6.34,
8833,,,454023.0,,,,,,,,,,,208.3,Dome C (Siegenthaler et al. 2005) Bern,,
8834,,,454400.0,,,,,,,,,,,,,-6.81,
8835,,,454969.0,,,,,,,,,,,,,-7.01,
8836,,,455279.0,,,,,,,,,,,202.4,Dome C (Siegenthaler et al. 2005) Bern,,
8837,,,455550.0,,,,,,,,,,,,,-7.39,
8838,,,456156.0,,,,,,,,,,,,,-8.21,
8839,,,456591.0,,,,,,,,,,,195.5,Dome C (Siegenthaler et al. 2005) Bern,,
8840,,,456813.0,,,,,,,,,,,,,-8.92,
8841,,,457519.0,,,,,,,,,,,,,-8.7,
8842,,,458049.0,,,,,,,,,,,190.7,Dome C (Siegenthaler et al. 2005) Bern,,
8843,,,458216.0,,,,,,,,,,,,,-8.83,
8844,,,458942.0,,,,,,,,,,,,,-8.8,
8845,,,459430.0,,,,,,,,,,,194.4,Dome C (Siegenthaler et al. 2005) Bern,,
8846,,,459652.0,,,,,,,,,,,,,-8.47,
8847,,,460344.0,,,,,,,,,,,,,-8.34,
8848,,,460792.0,,,,,,,,,,,199.9,Dome C (Siegenthaler et al. 2005) Bern,,
8849,,,461031.0,,,,,,,,,,,,,-8.24,
8850,,,461687.0,,,,,,,,,,,205.2,Dome C (Siegenthaler et al. 2005) Bern,,
8851,,,461713.0,,,,,,,,,,,,,-7.45,
8852,,,462133.0,,,,,,,,,,,210,Dome C (Siegenthaler et al. 2005) Bern,,
8853,,,462350.0,,,,,,,,,,,,,-7.15,
8854,,,462970.0,,,,,,,,,,,,,-7.63,
8855,,,463456.0,,,,,,,,,,,208.1,Dome C (Siegenthaler et al. 2005) Bern,,
8856,,,463620.0,,,,,,,,,,,,,-7.65,
8857,,,464257.0,,,,,,,,,,,,,-8.08,
8858,,,464866.0,,,,,,,,,,,204.4,Dome C (Siegenthaler et al. 2005) Bern,,
8859,,,464951.0,,,,,,,,,,,,,-8.44,
8860,,,465657.0,,,,,,,,,,,,,-8.5,
8861,,,466265.0,,,,,,,,,,,203.4,Dome C (Siegenthaler et al. 2005) Bern,,
8862,,,466367.0,,,,,,,,,,,,,-8.17,
8863,,,467058.0,,,,,,,,,,,,,-8.03,
8864,,,467602.0,,,,,,,,,,,205.5,Dome C (Siegenthaler et al. 2005) Bern,,
8865,,,467740.0,,,,,,,,,,,,,-8.64,
8866,,,468323.0,,,,,,,,,,,206.5,Dome C (Siegenthaler et al. 2005) Bern,,
8867,,,468461.0,,,,,,,,,,,,,-7.58,
8868,,,468810.0,,,,,,,,,,,215.5,Dome C (Siegenthaler et al. 2005) Bern,,
8869,,,469115.0,,,,,,,,,,,,,-6.47,
8870,,,469470.0,,,,,,,,,,,218.7,Dome C (Siegenthaler et al. 2005) Bern,,
8871,,,469706.0,,,,,,,,,,,,,-7.26,
8872,,,469941.0,,,,,,,,,,,229.2,Dome C (Siegenthaler et al. 2005) Bern,,
8873,,,470337.0,,,,,,,,,,,,,-6.3,
8874,,,470597.0,,,,,,,,,,,232.7,Dome C (Siegenthaler et al. 2005) Bern,,
8875,,,470916.0,,,,,,,,,,,,,-5.18,
8876,,,471046.0,,,,,,,,,,,243.7,Dome C (Siegenthaler et al. 2005) Bern,,
8877,,,471435.0,,,,,,,,,,,,,-4.83,
8878,,,471763.0,,,,,,,,,,,243.9,Dome C (Siegenthaler et al. 2005) Bern,,
8879,,,471934.0,,,,,,,,,,,,,-4.0,
8880,,,472095.0,,,,,,,,,,,245.6,Dome C (Siegenthaler et al. 2005) Bern,,
8881,,,472392.0,,,,,,,,,,,,,-4.62,
8882,,,472880.0,,,,,,,,,,,,,-5.5,
8883,,,473102.0,,,,,,,,,,,241.2,Dome C (Siegenthaler et al. 2005) Bern,,
8884,,,473409.0,,,,,,,,,,,,,-6.17,
8885,,,473970.0,,,,,,,,,,,,,-7.01,
8886,,,474162.0,,,,,,,,,,,233.1,Dome C (Siegenthaler et al. 2005) Bern,,
8887,,,474576.0,,,,,,,,,,,,,-6.89,
8888,,,475160.0,,,,,,,,,,,,,-5.75,
8889,,,475218.0,,,,,,,,,,,232.8,Dome C (Siegenthaler et al. 2005) Bern,,
8890,,,475696.0,,,,,,,,,,,,,-5.09,
8891,,,476200.0,,,,,,,,,,,,,-4.61,
8892,,,476240.0,,,,,,,,,,,236.6,Dome C (Siegenthaler et al. 2005) Bern,,
8893,,,476679.0,,,,,,,,,,,,,-4.19,
8894,,,477138.0,,,,,,,,,,,,,-3.95,
8895,,,477162.0,,,,,,,,,,,239.1,Dome C (Siegenthaler et al. 2005) Bern,,
8896,,,477586.0,,,,,,,,,,,,,-4.64,
8897,,,477719.0,,,,,,,,,,,236.5,Dome C (Siegenthaler et al. 2005) Bern,,
8898,,,478062.0,,,,,,,,,,,,,-5.19,
8899,,,478124.0,,,,,,,,,,,231.3,Dome C (Siegenthaler et al. 2005) Bern,,
8900,,,478562.0,,,,,,,,,,,,,-5.98,
8901,,,478721.0,,,,,,,,,,,220.8,Dome C (Siegenthaler et al. 2005) Bern,,
8902,,,479099.0,,,,,,,,,,,,,-5.73,
8903,,,479144.0,,,,,,,,,,,218.8,Dome C (Siegenthaler et al. 2005) Bern,,
8904,,,479623.0,,,,,,,,,,,,,-5.15,
8905,,,480108.0,,,,,,,,,,,223.8,Dome C (Siegenthaler et al. 2005) Bern,,
8906,,,480119.0,,,,,,,,,,,,,-4.95,
8907,,,480605.0,,,,,,,,,,,,,-4.76,
8908,,,481035.0,,,,,,,,,,,223.4,Dome C (Siegenthaler et al. 2005) Bern,,
8909,,,481081.0,,,,,,,,,,,,,-4.94,
8910,,,481571.0,,,,,,,,,,,,,-4.53,
8911,,,481932.0,,,,,,,,,,,227.3,Dome C (Siegenthaler et al. 2005) Bern,,
8912,,,482035.0,,,,,,,,,,,,,-4.34,
8913,,,482489.0,,,,,,,,,,,,,-3.97,
8914,,,482803.0,,,,,,,,,,,231.4,Dome C (Siegenthaler et al. 2005) Bern,,
8915,,,482928.0,,,,,,,,,,,,,-4.15,
8916,,,483371.0,,,,,,,,,,,,,-3.74,
8917,,,483649.0,,,,,,,,,,,231.4,Dome C (Siegenthaler et al. 2005) Bern,,
8918,,,483798.0,,,,,,,,,,,,,-3.76,
8919,,,484225.0,,,,,,,,,,,,,-3.36,
8920,,,484465.0,,,,,,,,,,,231.2,Dome C (Siegenthaler et al. 2005) Bern,,
8921,,,484635.0,,,,,,,,,,,,,-3.54,
8922,,,485051.0,,,,,,,,,,,,,-3.44,
8923,,,485276.0,,,,,,,,,,,233,Dome C (Siegenthaler et al. 2005) Bern,,
8924,,,485462.0,,,,,,,,,,,,,-3.39,
8925,,,485870.0,,,,,,,,,,,,,-3.42,
8926,,,486043.0,,,,,,,,,,,232.9,Dome C (Siegenthaler et al. 2005) Bern,,
8927,,,486279.0,,,,,,,,,,,,,-3.22,
8928,,,486679.0,,,,,,,,,,,,,-2.76,
8929,,,486816.0,,,,,,,,,,,231.3,Dome C (Siegenthaler et al. 2005) Bern,,
8930,,,487062.0,,,,,,,,,,,,,-2.75,
8931,,,487444.0,,,,,,,,,,,,,-2.56,
8932,,,487541.0,,,,,,,,,,,237.1,Dome C (Siegenthaler et al. 2005) Bern,,
8933,,,487817.0,,,,,,,,,,,,,-2.4,
8934,,,488185.0,,,,,,,,,,,,,-2.57,
8935,,,488268.0,,,,,,,,,,,242,Dome C (Siegenthaler et al. 2005) Bern,,
8936,,,488555.0,,,,,,,,,,,,,-1.36,
8937,,,488689.0,,,,,,,,,,,240.9,Dome C (Siegenthaler et al. 2005) Bern,,
8938,,,488889.0,,,,,,,,,,,,,-2.51,
8939,,,488996.0,,,,,,,,,,,252.8,Dome C (Siegenthaler et al. 2005) Bern,,
8940,,,489256.0,,,,,,,,,,,,,-2.39,
8941,,,489475.0,,,,,,,,,,,249.3,Dome C (Siegenthaler et al. 2005) Bern,,
8942,,,489620.0,,,,,,,,,,,,,-2.25,
8943,,,489722.0,,,,,,,,,,,242.6,Dome C (Siegenthaler et al. 2005) Bern,,
8944,,,489978.0,,,,,,,,,,,,,-2.31,
8945,,,490338.0,,,,,,,,,,,,,-2.44,
8946,,,490445.0,,,,,,,,,,,243.3,Dome C (Siegenthaler et al. 2005) Bern,,
8947,,,490701.0,,,,,,,,,,,,,-2.81,
8948,,,491076.0,,,,,,,,,,,,,-3.03,
8949,,,491191.0,,,,,,,,,,,246.7,Dome C (Siegenthaler et al. 2005) Bern,,
8950,,,491456.0,,,,,,,,,,,,,-3.25,
8951,,,491845.0,,,,,,,,,,,,,-3.25,
8952,,,491959.0,,,,,,,,,,,243.7,Dome C (Siegenthaler et al. 2005) Bern,,
8953,,,492234.0,,,,,,,,,,,,,-3.42,
8954,,,492628.0,,,,,,,,,,,,,-3.42,
8955,,,492738.0,,,,,,,,,,,239.7,Dome C (Siegenthaler et al. 2005) Bern,,
8956,,,493022.0,,,,,,,,,,,,,-3.5,
8957,,,493416.0,,,,,,,,,,,,,-3.23,
8958,,,493507.0,,,,,,,,,,,239.1,Dome C (Siegenthaler et al. 2005) Bern,,
8959,,,493802.0,,,,,,,,,,,,,-3.93,
8960,,,494208.0,,,,,,,,,,,,,-3.75,
8961,,,494311.0,,,,,,,,,,,238.3,Dome C (Siegenthaler et al. 2005) Bern,,
8962,,,494600.0,,,,,,,,,,,,,-3.78,
8963,,,495001.0,,,,,,,,,,,,,-3.78,
8964,,,495085.0,,,,,,,,,,,238.5,Dome C (Siegenthaler et al. 2005) Bern,,
8965,,,495401.0,,,,,,,,,,,,,-3.79,
8966,,,495800.0,,,,,,,,,,,,,-3.58,
8967,,,495853.0,,,,,,,,,,,237.6,Dome C (Siegenthaler et al. 2005) Bern,,
8968,,,496190.0,,,,,,,,,,,,,-3.74,
8969,,,496584.0,,,,,,,,,,,,,-3.78,
8970,,,496608.0,,,,,,,,,,,236.4,Dome C (Siegenthaler et al. 2005) Bern,,
8971,,,496978.0,,,,,,,,,,,,,-3.97,
8972,,,497366.0,,,,,,,,,,,236.5,Dome C (Siegenthaler et al. 2005) Bern,,
8973,,,497376.0,,,,,,,,,,,,,-3.66,
8974,,,497762.0,,,,,,,,,,,,,-3.97,
8975,,,498104.0,,,,,,,,,,,232.8,Dome C (Siegenthaler et al. 2005) Bern,,
8976,,,498157.0,,,,,,,,,,,,,-3.83,
8977,,,498545.0,,,,,,,,,,,,,-3.93,
8978,,,498865.0,,,,,,,,,,,230.6,Dome C (Siegenthaler et al. 2005) Bern,,
8979,,,498934.0,,,,,,,,,,,,,-3.77,
8980,,,499316.0,,,,,,,,,,,,,-3.72,
8981,,,499610.0,,,,,,,,,,,230.8,Dome C (Siegenthaler et al. 2005) Bern,,
8982,,,499694.0,,,,,,,,,,,,,-4.3,
8983,,,500090.0,,,,,,,,,,,,,-4.25,
8984,,,500363.0,,,,,,,,,,,228.2,Dome C (Siegenthaler et al. 2005) Bern,,
8985,,,500482.0,,,,,,,,,,,,,-4.31,
8986,,,500875.0,,,,,,,,,,,,,-4.41,
8987,,,501130.0,,,,,,,,,,,230.8,Dome C (Siegenthaler et al. 2005) Bern,,
8988,,,501269.0,,,,,,,,,,,,,-4.45,
8989,,,501663.0,,,,,,,,,,,,,-4.81,
8990,,,501866.0,,,,,,,,,,,231.2,Dome C (Siegenthaler et al. 2005) Bern,,
8991,,,502067.0,,,,,,,,,,,,,-4.16,
8992,,,502446.0,,,,,,,,,,,,,-4.43,
8993,,,502625.0,,,,,,,,,,,232,Dome C (Siegenthaler et al. 2005) Bern,,
8994,,,502832.0,,,,,,,,,,,,,-4.45,
8995,,,503217.0,,,,,,,,,,,,,-4.37,
8996,,,503375.0,,,,,,,,,,,232.2,Dome C (Siegenthaler et al. 2005) Bern,,
8997,,,503596.0,,,,,,,,,,,,,-4.21,
8998,,,503968.0,,,,,,,,,,,,,-4.46,
8999,,,504083.0,,,,,,,,,,,234.1,Dome C (Siegenthaler et al. 2005) Bern,,
9000,,,504346.0,,,,,,,,,,,,,-4.0,
9001,,,504708.0,,,,,,,,,,,,,-4.4,
9002,,,504777.0,,,,,,,,,,,233.9,Dome C (Siegenthaler et al. 2005) Bern,,
9003,,,505080.0,,,,,,,,,,,,,-5.04,
9004,,,505474.0,,,,,,,,,,,,,-5.32,
9005,,,505516.0,,,,,,,,,,,235.5,Dome C (Siegenthaler et al. 2005) Bern,,
9006,,,505875.0,,,,,,,,,,,,,-5.21,
9007,,,506271.0,,,,,,,,,,,,,-4.91,
9008,,,506287.0,,,,,,,,,,,236,Dome C (Siegenthaler et al. 2005) Bern,,
9009,,,506654.0,,,,,,,,,,,,,-4.7,
9010,,,507011.0,,,,,,,,,,,238.2,Dome C (Siegenthaler et al. 2005) Bern,,
9011,,,507027.0,,,,,,,,,,,,,-4.63,
9012,,,507396.0,,,,,,,,,,,,,-4.52,
9013,,,507714.0,,,,,,,,,,,237,Dome C (Siegenthaler et al. 2005) Bern,,
9014,,,507758.0,,,,,,,,,,,,,-4.55,
9015,,,508120.0,,,,,,,,,,,,,-4.9,
9016,,,508476.0,,,,,,,,,,,240.3,Dome C (Siegenthaler et al. 2005) Bern,,
9017,,,508493.0,,,,,,,,,,,,,-6.0,
9018,,,508902.0,,,,,,,,,,,,,-5.94,
9019,,,509247.0,,,,,,,,,,,233.4,Dome C (Siegenthaler et al. 2005) Bern,,
9020,,,509308.0,,,,,,,,,,,,,-5.73,
9021,,,509704.0,,,,,,,,,,,,,-5.78,
9022,,,510008.0,,,,,,,,,,,236.4,Dome C (Siegenthaler et al. 2005) Bern,,
9023,,,510100.0,,,,,,,,,,,,,-5.55,
9024,,,510487.0,,,,,,,,,,,,,-5.67,
9025,,,510765.0,,,,,,,,,,,235.2,Dome C (Siegenthaler et al. 2005) Bern,,
9026,,,510876.0,,,,,,,,,,,,,-5.76,
9027,,,511267.0,,,,,,,,,,,,,-5.83,
9028,,,511515.0,,,,,,,,,,,242,Dome C (Siegenthaler et al. 2005) Bern,,
9029,,,511658.0,,,,,,,,,,,,,-5.86,
9030,,,512049.0,,,,,,,,,,,,,-5.63,
9031,,,512269.0,,,,,,,,,,,238.2,Dome C (Siegenthaler et al. 2005) Bern,,
9032,,,512432.0,,,,,,,,,,,,,-5.53,
9033,,,512809.0,,,,,,,,,,,,,-5.49,
9034,,,512997.0,,,,,,,,,,,239.2,Dome C (Siegenthaler et al. 2005) Bern,,
9035,,,513185.0,,,,,,,,,,,,,-5.62,
9036,,,513563.0,,,,,,,,,,,,,-5.38,
9037,,,513724.0,,,,,,,,,,,241.5,Dome C (Siegenthaler et al. 2005) Bern,,
9038,,,513933.0,,,,,,,,,,,,,-4.77,
9039,,,514282.0,,,,,,,,,,,,,-4.84,
9040,,,514429.0,,,,,,,,,,,243,Dome C (Siegenthaler et al. 2005) Bern,,
9041,,,514633.0,,,,,,,,,,,,,-5.0,
9042,,,514989.0,,,,,,,,,,,,,-4.98,
9043,,,515113.0,,,,,,,,,,,247.2,Dome C (Siegenthaler et al. 2005) Bern,,
9044,,,515343.0,,,,,,,,,,,,,-4.46,
9045,,,515681.0,,,,,,,,,,,,,-4.08,
9046,,,515771.0,,,,,,,,,,,246.2,Dome C (Siegenthaler et al. 2005) Bern,,
9047,,,516006.0,,,,,,,,,,,,,-4.01,
9048,,,516329.0,,,,,,,,,,,,,-4.48,
9049,,,516417.0,,,,,,,,,,,245.5,Dome C (Siegenthaler et al. 2005) Bern,,
9050,,,516666.0,,,,,,,,,,,,,-4.31,
9051,,,516998.0,,,,,,,,,,,,,-4.28,
9052,,,517069.0,,,,,,,,,,,245.3,Dome C (Siegenthaler et al. 2005) Bern,,
9053,,,517329.0,,,,,,,,,,,,,-3.51,
9054,,,517637.0,,,,,,,,,,,,,-4.01,
9055,,,517706.0,,,,,,,,,,,247.7,Dome C (Siegenthaler et al. 2005) Bern,,
9056,,,517960.0,,,,,,,,,,,,,-3.46,
9057,,,518267.0,,,,,,,,,,,,,-3.59,
9058,,,518334.0,,,,,,,,,,,245.5,Dome C (Siegenthaler et al. 2005) Bern,,
9059,,,518578.0,,,,,,,,,,,,,-3.47,
9060,,,518885.0,,,,,,,,,,,,,-3.45,
9061,,,518965.0,,,,,,,,,,,243.5,Dome C (Siegenthaler et al. 2005) Bern,,
9062,,,519193.0,,,,,,,,,,,,,-3.23,
9063,,,519495.0,,,,,,,,,,,,,-3.48,
9064,,,519804.0,,,,,,,,,,,,,-3.41,
9065,,,520111.0,,,,,,,,,,,,,-3.75,
9066,,,520416.0,,,,,,,,,,,,,-3.45,
9067,,,520726.0,,,,,,,,,,,,,-3.12,
9068,,,520892.0,,,,,,,,,,,241.9,Dome C (Siegenthaler et al. 2005) Bern,,
9069,,,521027.0,,,,,,,,,,,,,-3.94,
9070,,,521353.0,,,,,,,,,,,,,-3.4,
9071,,,521552.0,,,,,,,,,,,236.8,Dome C (Siegenthaler et al. 2005) Bern,,
9072,,,521664.0,,,,,,,,,,,,,-3.47,
9073,,,521978.0,,,,,,,,,,,,,-3.4,
9074,,,522216.0,,,,,,,,,,,235.8,Dome C (Siegenthaler et al. 2005) Bern,,
9075,,,522290.0,,,,,,,,,,,,,-3.58,
9076,,,522610.0,,,,,,,,,,,,,-4.84,
9077,,,522923.0,,,,,,,,,,,233.7,Dome C (Siegenthaler et al. 2005) Bern,,
9078,,,522969.0,,,,,,,,,,,,,-4.55,
9079,,,523321.0,,,,,,,,,,,,,-4.61,
9080,,,523666.0,,,,,,,,,,,230.3,Dome C (Siegenthaler et al. 2005) Bern,,
9081,,,523675.0,,,,,,,,,,,,,-4.3,
9082,,,524022.0,,,,,,,,,,,,,-4.51,
9083,,,524375.0,,,,,,,,,,,,,-4.29,
9084,,,524409.0,,,,,,,,,,,227.8,Dome C (Siegenthaler et al. 2005) Bern,,
9085,,,524728.0,,,,,,,,,,,,,-4.84,
